"","primer","sample","reads","Phylum","Class","Order","Family","Genus","genus","Species","amplicon","id","species_name","level_taxon","target","all_reads","reads_unass","assigned_reads","prop_reads_ass","prop_tot_reads"
"401","metazoan_NS","575_1",579,"Chordata","Actinopteri","Perciformes","Triglidae","Eutrigla","Eutrigla","gurnardus","short","94","Eutrigla gurnardus","species","Nephrops",143558,89896,53662,0.0107897581156125,0.00403321305674362
"402","metazoan_NS","534_1",867,"Chordata","Actinopteri","Gadiformes","Gadidae","Pollachius","Pollachius","virens","short","94","Pollachius virens","species","Nephrops",250047,115698,134349,0.00645334166983007,0.00346734813854995
"403","metazoan_NS","538_1",2704,"Chordata","Actinopteri","Gadiformes","Gadidae","Pollachius","Pollachius","virens","short","94","Pollachius virens","species","Roundfish",238621,147790,90831,0.0297695720624016,0.011331777169654
"404","metazoan_NS","538_2",1038,"Chordata","Actinopteri","Gadiformes","Gadidae","Pollachius","Pollachius","virens","short","94","Pollachius virens","species","Roundfish",103335,58154,45181,0.0229742590912109,0.0100449992742053
"405","metazoan_NS","538_3",1636,"Chordata","Actinopteri","Gadiformes","Gadidae","Pollachius","Pollachius","virens","short","94","Pollachius virens","species","Roundfish",64923,46940,17983,0.0909748095423455,0.0251990819894336
"406","metazoan_NS","544_1",374,"Chordata","Actinopteri","Gadiformes","Gadidae","Pollachius","Pollachius","virens","short","94","Pollachius virens","species","Roundfish",129539,74242,55297,0.00676347722299582,0.00288716139540988
"407","metazoan_NS","544_3",479,"Chordata","Actinopteri","Gadiformes","Gadidae","Pollachius","Pollachius","virens","short","94","Pollachius virens","species","Roundfish",105183,68347,36836,0.0130035834509719,0.00455396784651512
"408","metazoan_NS","549_1",282,"Chordata","Actinopteri","Gadiformes","Gadidae","Pollachius","Pollachius","virens","short","94","Pollachius virens","species","Nephrops",98793,50016,48777,0.00578141337105603,0.00285445325073639
"409","metazoan_NS","549_1",157,"Chordata","Actinopteri","Gadiformes","Gadidae","Pollachius","Pollachius","pollachius","short","94","Pollachius pollachius","species","Nephrops",98793,50016,48777,0.00321873013920495,0.00158918141973622
"410","metazoan_NS","549_2",224,"Chordata","Actinopteri","Gadiformes","Gadidae","Pollachius","Pollachius","virens","short","94","Pollachius virens","species","Nephrops",53946,31718,22228,0.0100773798812309,0.00415230044859675
"411","metazoan_NS","549_2",142,"Chordata","Actinopteri","Gadiformes","Gadidae","Pollachius","Pollachius","pollachius","short","94","Pollachius pollachius","species","Nephrops",53946,31718,22228,0.00638833903185172,0.00263226189152115
"412","metazoan_NS","549_3",535,"Chordata","Actinopteri","Gadiformes","Gadidae","Pollachius","Pollachius","virens","short","94","Pollachius virens","species","Nephrops",93217,47725,45492,0.0117603095049679,0.00573929648025575
"413","metazoan_NS","549_3",270,"Chordata","Actinopteri","Gadiformes","Gadidae","Pollachius","Pollachius","pollachius","short","94","Pollachius pollachius","species","Nephrops",93217,47725,45492,0.00593510946979689,0.00289646738255898
"414","metazoan_NS","559_1",3092,"Chordata","Actinopteri","Gadiformes","Gadidae","Pollachius","Pollachius","virens","short","94","Pollachius virens","species","Nephrops",209496,101615,107881,0.0286612100369852,0.0147592316798411
"415","metazoan_NS","559_1",1085,"Chordata","Actinopteri","Gadiformes","Gadidae","Pollachius","Pollachius","pollachius","short","94","Pollachius pollachius","species","Nephrops",209496,101615,107881,0.010057378036911,0.0051790964982625
"416","metazoan_NS","564_1",257,"Chordata","Actinopteri","Gadiformes","Gadidae","Pollachius","Pollachius","virens","short","94","Pollachius virens","species","Roundfish",28016,11059,16957,0.0151559827799729,0.00917332952598515
"417","metazoan_NS","575_1",1136,"Chordata","Actinopteri","Gadiformes","Gadidae","Pollachius","Pollachius","virens","short","94","Pollachius virens","species","Nephrops",143558,89896,53662,0.0211695426931534,0.00791317794898229
"418","metazoan_NS","580_1",18506,"Chordata","Actinopteri","Gadiformes","Gadidae","Pollachius","Pollachius","virens","short","94","Pollachius virens","species","Roundfish",144579,86732,57847,0.319912873614881,0.127999225337013
"419","metazoan_NS","534_1",35694,"Chordata","Actinopteri","Gadiformes","Gadidae","Melanogrammus","Melanogrammus","aeglefinus","short","94","Melanogrammus aeglefinus","species","Nephrops",250047,115698,134349,0.265681173659648,0.142749163157326
"420","metazoan_NS","534_1",69169,"Chordata","Actinopteri","Gadiformes","Gadidae","Gadus","Gadus","morhua","short","94","Gadus morhua","species","Nephrops",250047,115698,134349,0.514845663160872,0.276623994688998
"421","metazoan_NS","534_1",10394,"Chordata","Actinopteri","Gadiformes","Gadidae","Merlangius","Merlangius","merlangus","short","94","Merlangius merlangus","species","Nephrops",250047,115698,134349,0.0773656670313884,0.0415681851811859
"422","metazoan_NS","538_1",12686,"Chordata","Actinopteri","Gadiformes","Gadidae","Melanogrammus","Melanogrammus","aeglefinus","short","94","Melanogrammus aeglefinus","species","Roundfish",238621,147790,90831,0.139665973070868,0.0531638036886946
"423","metazoan_NS","538_1",38631,"Chordata","Actinopteri","Gadiformes","Gadidae","Gadus","Gadus","morhua","short","94","Gadus morhua","species","Roundfish",238621,147790,90831,0.425306338144466,0.161892708521044
"424","metazoan_NS","538_1",7135,"Chordata","Actinopteri","Gadiformes","Gadidae","Merlangius","Merlangius","merlangus","short","94","Merlangius merlangus","species","Roundfish",238621,147790,90831,0.07855247657738,0.0299009726721454
"425","metazoan_NS","538_2",5288,"Chordata","Actinopteri","Gadiformes","Gadidae","Melanogrammus","Melanogrammus","aeglefinus","short","94","Melanogrammus aeglefinus","species","Roundfish",103335,58154,45181,0.117040348819194,0.0511733681714811
"426","metazoan_NS","538_2",19659,"Chordata","Actinopteri","Gadiformes","Gadidae","Gadus","Gadus","morhua","short","94","Gadus morhua","species","Roundfish",103335,58154,45181,0.435116531285275,0.190245318623893
"427","metazoan_NS","538_2",3853,"Chordata","Actinopteri","Gadiformes","Gadidae","Merlangius","Merlangius","merlangus","short","94","Merlangius merlangus","species","Roundfish",103335,58154,45181,0.0852792102875102,0.0372864953791068
"428","metazoan_NS","538_3",2031,"Chordata","Actinopteri","Gadiformes","Gadidae","Melanogrammus","Melanogrammus","aeglefinus","short","94","Melanogrammus aeglefinus","species","Roundfish",64923,46940,17983,0.112939998887839,0.0312832124208678
"429","metazoan_NS","538_3",6786,"Chordata","Actinopteri","Gadiformes","Gadidae","Gadus","Gadus","morhua","short","94","Gadus morhua","species","Roundfish",64923,46940,17983,0.37735639214814,0.104523820525854
"430","metazoan_NS","538_3",1791,"Chordata","Actinopteri","Gadiformes","Gadidae","Merlangius","Merlangius","merlangus","short","94","Merlangius merlangus","species","Roundfish",64923,46940,17983,0.0995940610576656,0.0275865255764521
"431","metazoan_NS","544_1",14468,"Chordata","Actinopteri","Gadiformes","Gadidae","Melanogrammus","Melanogrammus","aeglefinus","short","94","Melanogrammus aeglefinus","species","Roundfish",129539,74242,55297,0.261641680380491,0.111688371841685
"432","metazoan_NS","544_1",19618,"Chordata","Actinopteri","Gadiformes","Gadidae","Gadus","Gadus","morhua","short","94","Gadus morhua","species","Roundfish",129539,74242,55297,0.354775123424417,0.151444738650136
"433","metazoan_NS","544_1",4298,"Chordata","Actinopteri","Gadiformes","Gadidae","Merlangius","Merlangius","merlangus","short","94","Merlangius merlangus","species","Roundfish",129539,74242,55297,0.0777257355733584,0.0331791969985873
"434","metazoan_NS","544_2",5021,"Chordata","Actinopteri","Gadiformes","Gadidae","Melanogrammus","Melanogrammus","aeglefinus","short","94","Melanogrammus aeglefinus","species","Roundfish",32816,14855,17961,0.279550136406659,0.153004631886884
"435","metazoan_NS","544_2",7072,"Chordata","Actinopteri","Gadiformes","Gadidae","Gadus","Gadus","morhua","short","94","Gadus morhua","species","Roundfish",32816,14855,17961,0.393741996548076,0.215504631886884
"436","metazoan_NS","544_2",1804,"Chordata","Actinopteri","Gadiformes","Gadidae","Merlangius","Merlangius","merlangus","short","94","Merlangius merlangus","species","Roundfish",32816,14855,17961,0.100439841879628,0.0549731838127743
"437","metazoan_NS","544_3",11099,"Chordata","Actinopteri","Gadiformes","Gadidae","Melanogrammus","Melanogrammus","aeglefinus","short","94","Melanogrammus aeglefinus","species","Roundfish",105183,68347,36836,0.301308502551851,0.10552085413042
"438","metazoan_NS","544_3",8543,"Chordata","Actinopteri","Gadiformes","Gadidae","Gadus","Gadus","morhua","short","94","Gadus morhua","species","Roundfish",105183,68347,36836,0.231919861005538,0.0812203492959889
"439","metazoan_NS","544_3",4204,"Chordata","Actinopteri","Gadiformes","Gadidae","Merlangius","Merlangius","merlangus","short","94","Merlangius merlangus","species","Roundfish",105183,68347,36836,0.11412748398306,0.0399684359639866
